,carat,cut,color,clarity,depth,table,x,y,z,clarity_scale,price_predict
295,0.73,Premium,D,VS2,60.9,59.0,5.82,5.77,3.53,6,2765.3521436564106
296,0.5,Ideal,J,VS2,62.5,53.0,5.09,5.12,3.19,6,1580.7145037761684
297,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,5,705.1127699516417
298,0.55,Ideal,E,VS1,61.9,55.0,5.3,5.24,3.25,7,1838.2444254892648
299,0.5,Very Good,E,SI1,63.3,59.0,5.03,4.99,3.17,5,1580.7145037761684
300,0.4,Premium,F,VS2,62.1,58.0,4.71,4.76,2.94,6,1065.6546603499764
301,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,6,2147.2803315449796
302,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,8,1117.1606446925953
303,0.5,Ideal,G,VS2,61.6,55.0,5.11,5.14,3.16,6,1580.7145037761684
304,0.33,Ideal,F,VS1,61.2,56.0,4.46,4.49,2.74,7,705.1127699516417
305,0.71,Premium,F,SI1,60.4,58.0,5.8,5.83,3.51,5,2662.340174971172
306,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,8,190.0529265254495
307,0.6,Premium,E,SI2,62.0,59.0,5.41,5.37,3.34,4,2095.7743472023603
308,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,8,1838.2444254892648
309,0.91,Ideal,F,SI1,60.2,57.0,6.29,6.34,3.8,5,3692.4598618235564
310,0.54,Ideal,H,SI2,61.2,56.0,5.27,5.24,3.21,4,1786.7384411466455
311,0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,4,1529.208519433549
312,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,9,808.12473863688
313,0.39,Ideal,I,IF,62.3,54.0,4.69,4.71,2.93,10,1014.1486760073569
314,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,8,1941.2563941745025
315,0.91,Ideal,G,SI1,62.1,57.0,6.2,6.23,3.86,5,3692.4598618235564
316,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,5,2095.7743472023603
317,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,9,653.6067856090224
318,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,6,1168.6666290352146
319,0.23,Ideal,G,IF,62.8,55.0,3.93,3.96,2.48,10,190.0529265254495
320,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,8,190.0529265254495
321,0.5,Ideal,G,SI1,61.7,57.0,5.06,5.08,3.13,5,1580.7145037761684
322,0.7,Premium,D,VS1,61.2,60.0,5.69,5.71,3.49,7,2610.8341906285527
323,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,5,550.5948169237838
324,0.33,Ideal,G,VS2,62.3,55.0,4.42,4.47,2.77,6,705.1127699516417
325,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,7,1941.2563941745025
326,0.42,Ideal,D,SI1,62.3,57.0,4.8,4.77,2.98,5,1168.6666290352146
327,0.41,Ideal,G,SI1,62.2,56.0,4.77,4.75,2.96,5,1117.1606446925953
328,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,8,602.1008012664031
329,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68,5,602.1008012664031
330,0.76,Good,J,VS1,62.6,61.9,5.7,5.75,3.58,7,2919.870096684268
331,0.41,Good,E,SI2,63.5,55.0,4.69,4.73,2.99,4,1117.1606446925953
332,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,8,2662.340174971172
333,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,5,2610.8341906285527
334,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,8,3640.9538774809375
335,0.33,Good,F,VS2,63.2,56.0,4.39,4.41,2.78,6,705.1127699516417
336,0.65,Ideal,G,VS1,60.6,60.0,5.58,5.61,3.39,7,2353.3042689154568
337,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72,5,3125.8940340547456
338,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,6,1168.6666290352146
339,0.44,Premium,F,SI2,62.8,60.0,4.86,4.82,3.04,4,1271.6785977204531
340,0.76,Ideal,E,VS1,60.5,56.0,5.94,5.99,3.61,7,2919.870096684268
341,0.3,Very Good,D,VS1,63.5,55.0,4.24,4.29,2.71,7,550.5948169237838
342,0.75,Premium,E,VS2,59.9,61.0,5.97,5.91,3.56,6,2868.3641123416487
343,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,6,602.1008012664031
344,0.3,Ideal,G,VS1,62.3,56.0,4.32,4.29,2.68,7,550.5948169237838
345,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,10,190.0529265254495
346,0.71,Very Good,H,SI1,63.1,56.0,5.62,5.69,3.57,5,2662.340174971172
347,0.26,Good,E,IF,59.6,61.0,4.13,4.16,2.47,10,344.5708795533071
348,0.75,Very Good,E,SI1,63.4,57.0,5.77,5.75,3.65,5,2868.3641123416487
349,0.55,Very Good,J,VS2,62.9,54.0,5.23,5.29,3.31,6,1838.2444254892648
350,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,7,3692.4598618235564
351,0.33,Ideal,E,SI1,59.6,57.0,4.49,4.53,2.69,5,705.1127699516417
352,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65,5,550.5948169237838
353,0.64,Ideal,D,VVS1,61.8,54.0,5.54,5.56,3.43,9,2301.7982845728375
354,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,6,1168.6666290352146
355,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,5,2044.268362859741
356,0.42,Very Good,I,SI1,61.2,60.0,4.78,4.82,2.94,5,1168.6666290352146
357,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79,7,756.618754294261
358,0.3,Premium,E,VS2,60.7,59.0,4.3,4.33,2.62,6,550.5948169237838
359,0.31,Ideal,H,VVS1,62.2,56.0,4.34,4.37,2.71,9,602.1008012664031
360,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,6,2816.85812799903
361,0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,5,3692.4598618235564
362,0.4,Ideal,H,IF,61.9,55.0,4.76,4.77,2.95,10,1065.6546603499764
363,0.6,Very Good,D,VS2,63.1,54.0,5.41,5.33,3.39,6,2095.7743472023603
364,0.82,Ideal,E,SI2,62.6,55.0,5.94,5.98,3.73,4,3228.9060027399833
365,0.3,Very Good,G,VVS1,63.4,56.0,4.31,4.27,2.72,9,550.5948169237838
366,0.72,Premium,E,SI1,59.5,59.0,5.87,5.83,3.48,5,2713.8461593137913
367,0.72,Premium,J,SI1,62.0,58.0,5.74,5.77,3.57,5,2713.8461593137913
368,0.32,Ideal,D,VS2,61.9,55.0,4.44,4.41,2.74,6,653.6067856090224
369,0.71,Ideal,F,SI2,61.4,55.0,5.76,5.78,3.54,4,2662.340174971172
370,0.31,Very Good,H,VS1,61.4,61.0,4.33,4.36,2.67,7,602.1008012664031
371,0.7,Ideal,H,SI2,62.1,55.0,5.69,5.72,3.54,4,2610.8341906285527
372,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,6,653.6067856090224
373,0.32,Premium,G,VS1,62.8,59.0,4.37,4.33,2.73,7,653.6067856090224
374,0.3,Premium,E,VS2,59.2,59.0,4.37,4.41,2.6,6,550.5948169237838
375,0.83,Ideal,H,SI2,62.3,54.0,6.04,6.07,3.77,4,3280.411987082602
376,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,6,756.618754294261
377,0.89,Very Good,I,VS2,63.1,55.0,6.09,6.17,3.87,6,3589.447893138318
378,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,8,602.1008012664031
379,0.7,Premium,F,VS2,59.4,61.0,5.83,5.79,3.45,6,2610.8341906285527
380,0.81,Ideal,I,VS2,62.4,54.8,5.98,6.01,3.75,6,3177.4000183973644
381,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,5,3640.9538774809375
382,0.72,Premium,H,SI1,62.7,59.0,5.73,5.69,3.58,5,2713.8461593137913
383,0.35,Premium,H,SI2,62.0,58.0,4.47,4.5,2.78,4,808.12473863688
384,0.43,Premium,F,SI1,61.3,60.0,4.86,4.83,2.97,5,1220.1726133778338
385,0.57,Ideal,H,VS1,61.0,57.0,5.37,5.34,3.26,7,1941.2563941745025
386,0.8,Ideal,I,VS1,61.9,54.1,5.92,5.98,3.69,7,3125.8940340547456
387,0.36,Premium,F,SI1,60.2,58.0,4.6,4.63,2.78,5,859.6307229794993
388,0.9,Premium,F,SI2,60.5,57.0,6.23,6.2,3.76,4,3640.9538774809375
389,0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,6,1838.2444254892648
390,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88,1,3949.9897835366523
391,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,8,1065.6546603499764
392,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,6,1014.1486760073569
393,0.32,Very Good,G,SI2,62.4,59.0,4.35,4.4,2.73,4,653.6067856090224
394,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,7,705.1127699516417
395,0.8,Ideal,F,SI1,62.4,57.0,5.9,5.87,3.67,5,3125.8940340547456
396,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,10,602.1008012664031
397,0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,4,653.6067856090224
398,0.9,Premium,F,SI2,62.3,57.0,6.18,6.15,3.84,4,3640.9538774809375
399,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,5,705.1127699516417
400,0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,8,190.0529265254495
401,0.31,Premium,F,VS2,59.0,59.0,4.44,4.47,2.63,6,602.1008012664031
402,0.36,Ideal,E,VS1,61.4,56.0,4.59,4.63,2.83,7,859.6307229794993
403,0.31,Good,D,SI2,63.6,54.0,4.34,4.31,2.75,4,602.1008012664031
404,0.31,Ideal,H,SI2,61.3,55.0,4.35,4.38,2.67,4,602.1008012664031
405,0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,5,2662.340174971172
406,0.36,Ideal,F,SI1,60.1,56.0,4.67,4.62,2.79,5,859.6307229794993
407,0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,7,396.0768638959264
408,0.31,Ideal,I,VS2,61.6,57.0,4.36,4.4,2.7,6,602.1008012664031
409,0.9,Ideal,F,VS2,60.5,54.0,6.22,6.17,3.75,6,3640.9538774809375
410,0.9,Very Good,D,SI2,60.3,63.0,6.22,6.12,3.72,4,3640.9538774809375
411,0.73,Premium,J,SI1,58.2,59.0,5.99,5.91,3.46,5,2765.3521436564106
412,0.31,Ideal,G,IF,61.8,54.0,4.36,4.38,2.7,10,602.1008012664031
413,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,6,35.534973497591864
414,0.71,Ideal,H,SI1,62.7,55.0,5.66,5.7,3.56,5,2662.340174971172
415,0.32,Premium,J,SI1,62.2,59.0,4.41,4.37,2.73,5,653.6067856090224
416,0.9,Premium,G,VS2,61.5,60.0,6.16,6.13,3.78,6,3640.9538774809375
417,0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18,6,1580.7145037761684
418,0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,6,911.1367073221186
419,0.52,Good,E,VS2,58.3,61.0,5.26,5.31,3.08,6,1683.726472461407
420,0.7,Good,F,SI1,63.8,60.0,5.63,5.6,3.58,5,2610.8341906285527
421,0.71,Premium,D,VVS1,59.2,59.0,5.88,5.84,3.47,9,2662.340174971172
422,0.35,Ideal,F,VS2,61.4,54.0,4.58,4.54,2.8,6,808.12473863688
423,0.35,Premium,E,VS2,60.9,59.0,4.54,4.56,2.77,6,808.12473863688
424,0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,5,1632.2204881187877
425,0.74,Ideal,F,VS1,61.9,54.0,5.78,5.82,3.59,7,2816.85812799903
426,0.34,Premium,H,VS1,61.4,59.0,4.53,4.5,2.77,7,756.618754294261
427,0.34,Ideal,G,IF,61.3,56.0,4.52,4.55,2.78,10,756.618754294261
428,0.5,Very Good,D,SI1,61.0,61.0,5.08,5.11,3.11,5,1580.7145037761684
429,0.73,Ideal,D,VS2,61.4,56.0,5.81,5.78,3.56,6,2765.3521436564106
430,0.5,Ideal,E,SI2,62.8,55.0,5.08,5.05,3.18,4,1580.7145037761684
431,0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,5,2971.3760810268873
432,0.41,Premium,D,VS1,60.6,59.0,4.84,4.8,2.92,7,1117.1606446925953
433,0.72,Ideal,F,SI2,62.4,55.0,5.72,5.76,3.58,4,2713.8461593137913
434,0.53,Very Good,F,VS1,60.6,57.0,5.21,5.25,3.17,7,1735.2324568040262
435,0.72,Ideal,D,VS2,62.6,58.0,5.7,5.73,3.58,6,2713.8461593137913
436,0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84,4,3640.9538774809375
437,0.5,Ideal,J,VS2,61.6,56.0,5.08,5.14,3.15,6,1580.7145037761684
438,0.4,Very Good,J,IF,62.7,60.0,4.64,4.7,2.93,10,1065.6546603499764
439,0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82,6,808.12473863688
440,0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,8,2765.3521436564106
441,0.97,Ideal,H,VS2,62.9,56.0,6.35,6.31,3.98,6,4001.495767879272
442,0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,5,962.6426916647376
443,0.4,Ideal,G,VVS1,60.2,60.0,4.78,4.82,2.89,9,1065.6546603499764
444,0.41,Premium,J,VVS1,62.2,59.0,4.75,4.71,2.94,9,1117.1606446925953
445,0.75,Very Good,D,SI2,63.6,58.0,5.71,5.76,3.65,4,2868.3641123416487
446,0.3,Ideal,F,IF,62.1,54.0,4.32,4.35,2.69,10,550.5948169237838
447,0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,6,3383.4239557678407
448,0.38,Very Good,E,VS2,60.3,58.0,4.67,4.72,2.83,6,962.6426916647376
449,0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,9,1220.1726133778338
450,0.75,Premium,E,VS2,62.1,57.0,5.9,5.79,3.63,6,2868.3641123416487
451,0.9,Very Good,I,SI2,60.4,58.0,6.25,6.31,3.79,4,3640.9538774809375
452,0.7,Very Good,D,VS2,61.8,55.0,5.68,5.72,3.52,6,2610.8341906285527
453,0.91,Premium,E,SI1,62.4,57.0,6.23,6.11,3.85,5,3692.4598618235564
454,0.31,Ideal,E,SI1,62.7,54.0,4.36,4.35,2.73,5,602.1008012664031
455,0.31,Ideal,G,IF,61.9,53.0,4.36,4.39,2.71,10,602.1008012664031
456,0.9,Ideal,G,SI1,60.8,58.0,6.2,6.29,3.8,5,3640.9538774809375
457,0.51,Ideal,F,VS2,62.8,57.0,5.1,5.06,3.19,6,1632.2204881187877
458,0.59,Very Good,H,SI1,61.8,56.0,5.39,5.43,3.35,5,2044.268362859741
459,0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81,5,756.618754294261
460,0.76,Premium,H,VS2,58.7,61.0,5.99,5.96,3.51,6,2919.870096684268
461,0.31,Premium,F,IF,61.6,58.0,4.37,4.33,2.68,10,602.1008012664031
462,0.3,Ideal,F,VVS1,61.5,56.0,4.32,4.36,2.67,9,550.5948169237838
463,0.61,Ideal,H,SI1,61.9,54.0,5.44,5.48,3.38,5,2147.2803315449796
464,0.7,Premium,E,VVS1,61.7,59.0,5.67,5.71,3.51,9,2610.8341906285527
465,0.36,Ideal,F,SI1,60.1,56.0,4.62,4.67,2.79,5,859.6307229794993
466,0.58,Ideal,E,VS1,62.6,56.0,5.33,5.27,3.32,7,1992.7623785171218
467,0.3,Good,D,SI2,63.2,57.0,4.21,4.24,2.67,4,550.5948169237838
468,0.5,Very Good,E,VS2,63.2,56.0,5.06,5.03,3.19,6,1580.7145037761684
469,0.37,Premium,H,VS2,59.5,61.0,4.67,4.64,2.77,6,911.1367073221186
470,0.4,Ideal,H,SI1,62.6,52.0,4.73,4.76,2.97,5,1065.6546603499764
471,0.34,Ideal,H,VS2,62.6,54.0,4.45,4.5,2.8,6,756.618754294261
472,0.3,Good,I,IF,63.3,56.0,4.21,4.26,2.68,10,550.5948169237838
473,0.7,Very Good,D,SI2,63.1,58.0,5.63,5.57,3.53,4,2610.8341906285527
474,0.8,Ideal,E,SI1,61.5,58.0,5.96,6.0,3.68,5,3125.8940340547456
475,0.25,Ideal,G,VS1,62.0,54.0,4.06,4.07,2.52,7,293.06489521068784
476,0.7,Ideal,E,SI2,61.2,55.0,5.76,5.68,3.5,4,2610.8341906285527
477,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94,7,1065.6546603499764
478,0.51,Good,J,VS2,63.1,56.0,5.1,5.13,3.23,6,1632.2204881187877
479,0.31,Premium,H,IF,60.8,59.0,4.39,4.36,2.66,10,602.1008012664031
480,0.52,Ideal,I,SI1,61.8,56.0,5.15,5.18,3.19,5,1683.726472461407
481,0.71,Premium,G,SI1,60.4,59.0,5.81,5.75,3.49,5,2662.340174971172
482,0.38,Very Good,E,VVS1,60.0,59.0,4.66,4.68,2.8,9,962.6426916647376
483,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,9,550.5948169237838
484,0.56,Ideal,H,IF,61.3,56.0,5.32,5.35,3.27,10,1889.750409831884
485,0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57,5,2662.340174971172
486,0.57,Very Good,E,SI2,59.7,57.0,5.4,5.48,3.25,4,1941.2563941745025
487,0.42,Very Good,D,SI1,63.0,57.0,4.77,4.81,3.02,5,1168.6666290352146
488,0.32,Ideal,E,VS2,62.7,55.0,4.38,4.36,2.74,6,653.6067856090224
489,0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,5,859.6307229794993
490,0.34,Premium,G,SI1,60.8,59.0,4.56,4.46,2.74,5,756.618754294261
491,0.5,Good,H,VVS1,63.3,57.0,5.02,5.06,3.19,9,1580.7145037761684
492,0.83,Very Good,F,SI1,62.1,58.0,5.98,6.06,3.74,5,3280.411987082602
493,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,4,550.5948169237838
494,0.34,Ideal,E,SI1,62.2,54.0,4.47,4.5,2.79,5,756.618754294261
495,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,5,2610.8341906285527
496,0.3,Very Good,H,VS1,63.3,56.0,4.3,4.26,2.71,7,550.5948169237838
497,0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,4,1580.7145037761684
498,0.9,Fair,F,SI2,65.7,63.0,6.01,5.96,3.93,4,3640.9538774809375
499,0.7,Premium,D,SI2,60.6,58.0,5.75,5.7,3.47,4,2610.8341906285527
500,0.34,Premium,D,SI2,60.6,60.0,4.53,4.48,2.73,4,756.618754294261
501,0.42,Ideal,G,VVS1,62.0,56.0,4.81,4.84,2.99,9,1168.6666290352146
502,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,8,756.618754294261
503,0.56,Premium,G,VS1,61.2,60.0,5.3,5.26,3.23,7,1889.750409831884
504,0.34,Premium,E,SI1,61.9,59.0,4.48,4.44,2.76,5,756.618754294261
505,0.31,Ideal,E,VVS1,61.7,56.0,4.33,4.36,2.68,9,602.1008012664031
506,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68,9,602.1008012664031
507,0.52,Premium,G,VS2,61.7,58.0,5.16,5.14,3.18,6,1683.726472461407
508,0.5,Very Good,E,VS1,62.7,56.0,5.09,5.12,3.2,7,1580.7145037761684
509,0.32,Very Good,G,VS2,62.6,58.0,4.37,4.39,2.74,6,653.6067856090224
510,0.7,Very Good,I,VS2,62.2,59.0,5.64,5.71,3.53,6,2610.8341906285527
511,0.3,Ideal,F,VVS1,61.9,54.0,4.35,4.37,2.7,9,550.5948169237838
512,0.76,Ideal,J,SI1,62.9,54.0,5.82,5.85,3.67,5,2919.870096684268
513,0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,8,1632.2204881187877
514,0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54,7,2662.340174971172
515,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,8,3331.917971425222
516,0.76,Premium,E,SI2,60.8,57.0,5.89,5.85,3.57,4,2919.870096684268
517,0.54,Ideal,E,SI1,61.3,56.0,5.22,5.25,3.21,5,1786.7384411466455
518,0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,7,1374.6905664056917
519,0.3,Ideal,D,VS2,61.5,55.0,4.35,4.3,2.66,6,550.5948169237838
520,0.32,Premium,D,VS2,58.8,59.0,4.52,4.49,2.65,6,653.6067856090224
521,0.32,Premium,I,VVS1,60.1,61.0,4.45,4.4,2.66,9,653.6067856090224
522,0.41,Good,F,I1,63.8,57.0,4.72,4.69,3.0,1,1117.1606446925953
523,0.32,Ideal,I,VVS1,61.7,55.0,4.39,4.4,2.71,9,653.6067856090224
524,0.9,Ideal,G,VS1,61.6,55.0,6.27,6.23,3.85,7,3640.9538774809375
525,0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,5,2610.8341906285527
526,0.3,Very Good,D,SI1,58.8,57.0,4.4,4.44,2.6,5,550.5948169237838
527,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,9,602.1008012664031
528,0.71,Premium,D,SI1,61.3,58.0,5.73,5.75,3.52,5,2662.340174971172
529,0.7,Very Good,E,SI2,62.0,60.0,5.67,5.72,3.53,4,2610.8341906285527
530,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,9,653.6067856090224
531,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,4,3692.4598618235564
532,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,5,3692.4598618235564
533,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,4,3640.9538774809375
534,0.77,Very Good,D,SI1,62.1,58.0,5.84,5.89,3.64,5,2971.3760810268873
535,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,6,1220.1726133778338
536,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,8,653.6067856090224
537,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,8,2095.7743472023603
538,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,7,653.6067856090224
539,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,5,1065.6546603499764
540,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,7,1117.1606446925953
541,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,6,1117.1606446925953
542,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,6,653.6067856090224
543,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,6,911.1367073221186
544,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,5,653.6067856090224
545,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,7,2868.3641123416487
546,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,8,550.5948169237838
547,0.7,Very Good,D,VS1,61.6,58.0,5.67,5.73,3.51,7,2610.8341906285527
548,0.26,Ideal,G,IF,61.7,54.0,4.15,4.18,2.57,10,344.5708795533071
549,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,9,550.5948169237838
550,0.72,Ideal,F,SI2,61.9,54.0,5.83,5.73,3.57,4,2713.8461593137913
551,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,7,962.6426916647376
552,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,5,3177.4000183973644
553,0.72,Very Good,G,SI2,62.5,56.0,5.68,5.71,3.56,4,2713.8461593137913
554,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,7,1632.2204881187877
555,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,9,705.1127699516417
556,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,9,1014.1486760073569
557,0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,6,550.5948169237838
558,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,6,1838.2444254892648
559,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,7,653.6067856090224
560,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,7,1065.6546603499764
561,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,5,550.5948169237838
562,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,5,2610.8341906285527
563,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,9,2662.340174971172
564,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,5,3280.411987082602
565,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,9,602.1008012664031
566,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,6,2662.340174971172
567,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,7,3692.4598618235564
568,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,6,3640.9538774809375
569,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,7,1117.1606446925953
570,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,8,1117.1606446925953
571,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,5,2610.8341906285527
572,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,4,2662.340174971172
573,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,6,1632.2204881187877
574,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,9,3640.9538774809375
575,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,6,550.5948169237838
576,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,9,859.6307229794993
577,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,9,1632.2204881187877
578,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,10,550.5948169237838
579,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,8,550.5948169237838
580,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,7,1786.7384411466455
581,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,5,1992.7623785171218
582,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,5,1220.1726133778338
583,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,7,3692.4598618235564
584,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,4,1065.6546603499764
585,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,6,1117.1606446925953
586,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,9,808.12473863688
587,0.3,Premium,G,SI1,62.5,61.0,4.29,4.26,2.67,5,550.5948169237838
588,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,8,602.1008012664031
589,0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,4,3846.9778148514138
