,carat,cut,color,clarity,depth,table,x,y,z,carat_range,price_predicted
275,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,bucket_2,3776.626413940691
276,0.77,Ideal,E,SI2,61.0,57.0,5.95,5.92,3.62,bucket_2,3776.626413940691
277,0.9,Premium,G,VS2,59.0,58.0,6.29,6.25,3.7,bucket_2,3776.626413940691
278,0.76,Ideal,G,VS2,61.7,55.0,5.86,5.91,3.63,bucket_2,3776.626413940691
279,0.9,Ideal,H,SI2,61.0,56.0,6.23,6.29,3.82,bucket_2,3776.626413940691
280,0.95,Very Good,I,SI1,63.5,58.0,6.19,6.16,3.92,bucket_2,3776.626413940691
281,0.9,Very Good,I,VS2,60.7,59.0,6.23,6.26,3.79,bucket_2,3776.626413940691
282,0.91,Very Good,H,VS2,62.8,58.0,6.15,6.17,3.87,bucket_2,3776.626413940691
283,0.78,Premium,J,SI1,63.0,60.0,5.88,5.82,3.66,bucket_2,3776.626413940691
284,0.8,Ideal,H,VVS1,61.8,57.0,5.93,5.89,3.65,bucket_2,3776.626413940691
285,0.93,Premium,F,VS2,62.1,59.0,6.24,6.28,3.89,bucket_2,3776.626413940691
286,0.93,Premium,E,SI2,62.9,57.0,6.25,6.19,3.91,bucket_2,3776.626413940691
287,0.9,Very Good,H,VS2,62.3,59.0,6.13,6.17,3.83,bucket_2,3776.626413940691
288,0.9,Very Good,I,SI1,62.3,56.0,6.12,6.18,3.83,bucket_2,3776.626413940691
289,0.9,Good,E,SI1,63.8,56.0,6.09,6.17,3.91,bucket_2,3776.626413940691
290,0.8,Ideal,G,SI1,60.8,57.0,6.02,6.05,3.67,bucket_2,3776.626413940691
291,0.91,Very Good,F,SI2,63.3,54.0,6.22,6.14,3.91,bucket_2,3776.626413940691
292,0.9,Very Good,G,SI2,63.3,59.0,6.12,6.07,3.86,bucket_2,3776.626413940691
293,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81,bucket_2,3776.626413940691
294,0.9,Good,I,VS1,63.3,59.0,6.06,6.1,3.85,bucket_2,3776.626413940691
295,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,bucket_2,3776.626413940691
296,0.79,Premium,F,SI1,62.8,55.0,5.94,5.88,3.71,bucket_2,3776.626413940691
297,0.9,Very Good,D,SI1,62.4,63.0,6.15,6.18,3.85,bucket_2,3776.626413940691
298,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,bucket_2,3776.626413940691
299,0.77,Very Good,I,VS2,63.2,58.0,5.79,5.85,3.68,bucket_2,3776.626413940691
300,0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,bucket_2,3776.626413940691
301,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,bucket_2,3776.626413940691
302,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,bucket_2,3776.626413940691
303,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,bucket_2,3776.626413940691
304,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,bucket_2,3776.626413940691
305,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,bucket_2,3776.626413940691
306,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,bucket_2,3776.626413940691
307,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,bucket_2,3776.626413940691
308,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,bucket_2,3776.626413940691
309,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,bucket_2,3776.626413940691
310,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,bucket_2,3776.626413940691
311,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,bucket_2,3776.626413940691
312,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,bucket_2,3776.626413940691
313,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,bucket_2,3776.626413940691
314,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,bucket_2,3776.626413940691
315,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,bucket_2,3776.626413940691
316,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,bucket_2,3776.626413940691
317,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,bucket_2,3776.626413940691
318,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,bucket_2,3776.626413940691
319,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,bucket_2,3776.626413940691
320,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,bucket_2,3776.626413940691
321,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,bucket_2,3776.626413940691
322,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,bucket_2,3776.626413940691
323,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,bucket_2,3776.626413940691
324,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,bucket_2,3776.626413940691
325,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,bucket_2,3776.626413940691
326,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,bucket_2,3776.626413940691
327,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,bucket_2,3776.626413940691
328,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,bucket_2,3776.626413940691
329,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,bucket_2,3776.626413940691
330,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,bucket_2,3776.626413940691
331,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,bucket_2,3776.626413940691
332,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,bucket_2,3776.626413940691
333,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,bucket_2,3776.626413940691
334,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,bucket_2,3776.626413940691
335,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,bucket_2,3776.626413940691
336,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,bucket_2,3776.626413940691
337,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,bucket_2,3776.626413940691
338,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,bucket_2,3776.626413940691
339,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,bucket_2,3776.626413940691
340,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,bucket_2,3776.626413940691
341,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,bucket_2,3776.626413940691
342,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,bucket_2,3776.626413940691
343,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,bucket_2,3776.626413940691
344,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,bucket_2,3776.626413940691
345,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,bucket_2,3776.626413940691
346,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,bucket_2,3776.626413940691
347,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,bucket_2,3776.626413940691
348,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,bucket_2,3776.626413940691
349,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,bucket_2,3776.626413940691
350,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,bucket_2,3776.626413940691
351,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,bucket_2,3776.626413940691
352,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,bucket_2,3776.626413940691
353,0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,bucket_2,3776.626413940691
354,0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,bucket_2,3776.626413940691
355,0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,bucket_2,3776.626413940691
356,0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,bucket_2,3776.626413940691
357,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,bucket_2,3776.626413940691
358,0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,bucket_2,3776.626413940691
359,0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,bucket_2,3776.626413940691
360,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,bucket_2,3776.626413940691
361,0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,bucket_2,3776.626413940691
362,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,bucket_2,3776.626413940691
363,0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71,bucket_2,3776.626413940691
364,0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78,bucket_2,3776.626413940691
365,0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79,bucket_2,3776.626413940691
366,0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84,bucket_2,3776.626413940691
367,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,bucket_2,3776.626413940691
368,0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7,bucket_2,3776.626413940691
369,0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75,bucket_2,3776.626413940691
370,0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9,bucket_2,3776.626413940691
371,0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,bucket_2,3776.626413940691
372,0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72,bucket_2,3776.626413940691
373,0.8,Good,H,SI2,58.4,61.0,6.02,6.06,3.53,bucket_2,3776.626413940691
374,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,bucket_2,3776.626413940691
375,0.79,Ideal,D,VS2,61.3,57.0,5.95,6.0,3.66,bucket_2,3776.626413940691
376,0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,bucket_2,3776.626413940691
377,0.91,Ideal,E,SI2,62.7,57.0,6.19,6.26,3.9,bucket_2,3776.626413940691
378,0.94,Premium,F,SI2,62.3,59.0,6.32,6.23,3.91,bucket_2,3776.626413940691
379,0.94,Premium,H,VS2,60.1,59.0,6.35,6.32,3.81,bucket_2,3776.626413940691
380,0.9,Good,G,VS2,62.9,62.0,6.02,6.06,3.8,bucket_2,3776.626413940691
381,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,bucket_2,3776.626413940691
382,0.9,Very Good,H,SI2,63.0,55.0,6.1,6.16,3.86,bucket_2,3776.626413940691
383,0.77,Very Good,J,SI1,63.3,57.0,5.84,5.79,3.68,bucket_2,3776.626413940691
384,0.8,Ideal,F,SI2,61.8,59.0,5.94,5.96,3.68,bucket_2,3776.626413940691
385,0.9,Very Good,F,VS2,61.7,57.0,6.17,6.21,3.82,bucket_2,3776.626413940691
386,0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68,bucket_2,3776.626413940691
387,0.9,Very Good,F,SI1,58.0,63.0,6.33,6.25,3.65,bucket_2,3776.626413940691
388,0.79,Very Good,D,SI2,62.8,57.0,5.85,5.9,3.69,bucket_2,3776.626413940691
389,0.9,Very Good,H,VS2,60.0,56.0,6.3,6.34,3.79,bucket_2,3776.626413940691
390,0.9,Very Good,D,VS2,63.2,58.0,6.16,6.09,3.87,bucket_2,3776.626413940691
391,0.78,Ideal,G,VS2,62.0,57.0,5.9,5.86,3.65,bucket_2,3776.626413940691
392,0.92,Ideal,E,SI1,61.4,55.0,6.29,6.25,3.85,bucket_2,3776.626413940691
393,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,bucket_2,3776.626413940691
394,0.9,Good,F,SI1,63.9,59.0,6.06,6.09,3.88,bucket_2,3776.626413940691
395,0.8,Ideal,I,VS2,61.6,58.0,5.99,6.03,3.7,bucket_2,3776.626413940691
396,0.77,Very Good,G,VS2,58.3,63.0,6.0,6.05,3.51,bucket_2,3776.626413940691
397,0.91,Good,J,VS2,61.3,61.0,6.18,6.25,3.81,bucket_2,3776.626413940691
398,0.83,Ideal,G,VS1,62.1,55.0,6.02,6.05,3.75,bucket_2,3776.626413940691
399,0.9,Fair,D,SI2,64.5,61.0,6.1,6.0,3.9,bucket_2,3776.626413940691
400,0.9,Very Good,G,SI2,59.9,60.0,6.19,6.23,3.72,bucket_2,3776.626413940691
401,0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,bucket_2,3776.626413940691
402,0.38,Good,F,VS2,60.3,61.0,4.68,4.71,2.83,bucket_1,2119.582799634035
403,0.52,Ideal,H,VS2,61.8,56.0,5.19,5.16,3.2,bucket_1,2119.582799634035
404,0.7,Premium,E,SI1,60.1,58.0,5.81,5.83,3.5,bucket_1,2119.582799634035
405,0.73,Premium,I,VS2,59.7,59.0,5.94,5.81,3.51,bucket_1,2119.582799634035
406,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,bucket_1,2119.582799634035
407,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,bucket_1,2119.582799634035
408,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,bucket_1,2119.582799634035
409,0.33,Ideal,D,VS2,61.9,53.0,4.49,4.46,2.77,bucket_1,2119.582799634035
410,0.51,Fair,D,VS2,64.4,54.0,5.06,5.03,3.25,bucket_1,2119.582799634035
411,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,bucket_1,2119.582799634035
412,0.3,Good,I,SI1,63.2,55.0,4.25,4.29,2.7,bucket_1,2119.582799634035
413,0.3,Ideal,G,IF,62.2,55.0,4.3,4.32,2.68,bucket_1,2119.582799634035
414,0.34,Very Good,F,VS1,61.1,57.0,4.51,4.54,2.76,bucket_1,2119.582799634035
415,0.38,Premium,E,VS1,60.2,58.0,4.66,4.71,2.82,bucket_1,2119.582799634035
416,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,bucket_1,2119.582799634035
417,0.65,Premium,G,SI1,61.9,58.0,5.54,5.51,3.42,bucket_1,2119.582799634035
418,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,bucket_1,2119.582799634035
419,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,bucket_1,2119.582799634035
420,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,bucket_1,2119.582799634035
421,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,bucket_1,2119.582799634035
422,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,bucket_1,2119.582799634035
423,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,bucket_1,2119.582799634035
424,0.32,Ideal,D,SI1,61.3,55.0,4.41,4.46,2.72,bucket_1,2119.582799634035
425,0.3,Premium,J,VS1,62.6,58.0,4.32,4.27,2.69,bucket_1,2119.582799634035
426,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,bucket_1,2119.582799634035
427,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,bucket_1,2119.582799634035
428,0.25,Ideal,G,VS1,62.7,54.0,4.05,4.08,2.55,bucket_1,2119.582799634035
429,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,bucket_1,2119.582799634035
430,0.51,Very Good,E,SI2,62.0,57.0,5.09,5.13,3.17,bucket_1,2119.582799634035
431,0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,bucket_1,2119.582799634035
432,0.51,Premium,E,VS2,60.6,58.0,5.15,5.12,3.11,bucket_1,2119.582799634035
433,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,bucket_1,2119.582799634035
434,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,bucket_1,2119.582799634035
435,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,bucket_1,2119.582799634035
436,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,bucket_1,2119.582799634035
437,0.34,Ideal,E,IF,61.7,56.0,4.46,4.48,2.76,bucket_1,2119.582799634035
438,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,bucket_1,2119.582799634035
439,0.55,Good,G,SI1,63.6,61.0,5.22,5.16,3.3,bucket_1,2119.582799634035
440,0.54,Ideal,G,VS2,61.5,55.0,5.24,5.27,3.23,bucket_1,2119.582799634035
441,0.27,Premium,E,VVS1,60.6,58.0,4.18,4.2,2.54,bucket_1,2119.582799634035
442,0.53,Ideal,D,VS2,61.4,56.0,5.18,5.21,3.19,bucket_1,2119.582799634035
443,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,bucket_1,2119.582799634035
444,0.36,Premium,I,VS2,62.7,59.0,4.54,4.58,2.86,bucket_1,2119.582799634035
445,0.34,Ideal,G,SI1,61.2,57.0,4.56,4.53,2.78,bucket_1,2119.582799634035
446,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,bucket_1,2119.582799634035
447,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,bucket_1,2119.582799634035
448,0.71,Ideal,F,VVS1,61.1,54.0,5.78,5.84,3.55,bucket_1,2119.582799634035
449,0.32,Premium,G,VS2,62.6,60.0,4.33,4.36,2.72,bucket_1,2119.582799634035
450,0.5,Premium,E,VS2,61.3,60.0,5.11,5.07,3.12,bucket_1,2119.582799634035
451,0.51,Very Good,E,SI1,63.3,59.0,5.09,5.05,3.21,bucket_1,2119.582799634035
452,0.58,Ideal,J,VS1,61.9,58.0,5.31,5.35,3.3,bucket_1,2119.582799634035
453,0.3,Ideal,F,IF,62.5,54.0,4.31,4.33,2.7,bucket_1,2119.582799634035
454,0.39,Ideal,G,VVS1,62.3,57.0,4.7,4.64,2.91,bucket_1,2119.582799634035
455,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,bucket_1,2119.582799634035
456,0.7,Premium,E,SI2,61.1,61.0,5.74,5.69,3.49,bucket_1,2119.582799634035
457,0.38,Very Good,J,VS2,60.5,60.0,4.64,4.68,2.82,bucket_1,2119.582799634035
458,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,bucket_1,2119.582799634035
459,0.71,Very Good,D,VS2,63.1,58.0,5.67,5.7,3.59,bucket_1,2119.582799634035
460,0.74,Very Good,F,SI2,63.2,58.0,5.75,5.71,3.62,bucket_1,2119.582799634035
461,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,bucket_1,2119.582799634035
462,0.4,Ideal,D,VS2,61.3,57.0,4.77,4.75,2.92,bucket_1,2119.582799634035
463,0.7,Ideal,F,SI1,61.3,57.0,5.76,5.79,3.54,bucket_1,2119.582799634035
464,0.7,Very Good,E,VS2,62.7,58.0,5.65,5.67,3.55,bucket_1,2119.582799634035
465,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,bucket_1,2119.582799634035
466,0.43,Very Good,J,VS2,60.9,59.0,4.86,4.9,2.97,bucket_1,2119.582799634035
467,0.31,Very Good,E,SI2,60.8,61.0,4.39,4.43,2.68,bucket_1,2119.582799634035
468,0.33,Ideal,G,VS2,62.2,56.0,4.47,4.44,2.77,bucket_1,2119.582799634035
469,0.7,Premium,E,VS2,61.0,59.0,5.74,5.7,3.49,bucket_1,2119.582799634035
470,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,bucket_1,2119.582799634035
471,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,bucket_1,2119.582799634035
472,0.52,Premium,E,VS2,62.5,60.0,5.1,5.14,3.2,bucket_1,2119.582799634035
473,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,bucket_1,2119.582799634035
474,0.5,Fair,F,SI1,64.7,60.0,4.99,4.84,3.18,bucket_1,2119.582799634035
475,0.3,Premium,G,VS1,62.2,59.0,4.31,4.28,2.67,bucket_1,2119.582799634035
476,0.48,Ideal,J,VS1,62.2,54.0,5.01,5.06,3.13,bucket_1,2119.582799634035
477,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,bucket_1,2119.582799634035
478,0.4,Ideal,G,IF,62.3,55.0,4.74,4.76,2.96,bucket_1,2119.582799634035
479,0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,bucket_1,2119.582799634035
480,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,bucket_1,2119.582799634035
481,0.74,Ideal,F,VS1,62.3,56.0,5.76,5.79,3.6,bucket_1,2119.582799634035
482,0.42,Ideal,D,VS2,62.4,55.0,4.82,4.8,3.0,bucket_1,2119.582799634035
483,0.54,Ideal,I,SI1,62.0,55.0,5.21,5.25,3.24,bucket_1,2119.582799634035
484,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,bucket_1,2119.582799634035
485,0.73,Good,E,VS1,60.8,61.0,5.77,5.8,3.52,bucket_1,2119.582799634035
486,0.33,Good,D,SI1,63.1,55.0,4.38,4.4,2.77,bucket_1,2119.582799634035
487,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,bucket_1,2119.582799634035
488,0.23,Very Good,F,IF,59.5,58.0,4.0,4.03,2.39,bucket_1,2119.582799634035
489,0.35,Very Good,D,VS1,60.9,58.0,4.54,4.56,2.77,bucket_1,2119.582799634035
490,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,bucket_1,2119.582799634035
491,0.72,Ideal,G,VVS1,62.2,57.0,5.72,5.75,3.57,bucket_1,2119.582799634035
492,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,bucket_1,2119.582799634035
493,0.43,Ideal,F,SI1,61.3,56.0,4.9,4.86,2.99,bucket_1,2119.582799634035
494,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,bucket_1,2119.582799634035
495,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,bucket_1,2119.582799634035
496,0.3,Very Good,G,VS1,62.5,55.0,4.25,4.32,2.68,bucket_1,2119.582799634035
497,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73,bucket_1,2119.582799634035
498,0.7,Very Good,G,I1,61.5,63.0,5.73,5.65,3.5,bucket_1,2119.582799634035
499,0.3,Premium,D,VS2,62.5,59.0,4.28,4.23,2.66,bucket_1,2119.582799634035
500,0.59,Very Good,H,VS1,62.1,55.0,5.37,5.41,3.35,bucket_1,2119.582799634035
501,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,bucket_1,2119.582799634035
502,0.31,Ideal,H,IF,62.1,54.0,4.33,4.37,2.7,bucket_1,2119.582799634035
503,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,bucket_1,2119.582799634035
504,0.31,Ideal,G,VVS1,62.5,55.0,4.34,4.33,2.71,bucket_1,2119.582799634035
505,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,bucket_1,2119.582799634035
506,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,bucket_1,2119.582799634035
507,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,bucket_1,2119.582799634035
508,0.7,Fair,G,VS1,65.8,61.0,5.61,5.46,3.64,bucket_1,2119.582799634035
509,0.7,Ideal,G,VVS1,62.3,57.0,5.61,5.65,3.51,bucket_1,2119.582799634035
510,0.58,Ideal,J,VS2,60.9,57.0,5.38,5.4,3.28,bucket_1,2119.582799634035
511,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,bucket_1,2119.582799634035
512,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,bucket_1,2119.582799634035
513,0.7,Premium,I,I1,62.3,58.0,5.69,5.55,3.51,bucket_1,2119.582799634035
514,0.7,Very Good,E,VS1,62.7,60.0,5.59,5.64,3.52,bucket_1,2119.582799634035
515,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,bucket_1,2119.582799634035
516,0.31,Premium,G,VS1,62.2,58.0,4.38,4.34,2.71,bucket_1,2119.582799634035
517,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,bucket_1,2119.582799634035
518,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,bucket_1,2119.582799634035
519,0.7,Ideal,F,I1,62.1,57.0,5.67,5.64,3.52,bucket_1,2119.582799634035
520,0.53,Premium,F,SI1,60.9,59.0,5.21,5.23,3.18,bucket_1,2119.582799634035
521,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38,bucket_1,2119.582799634035
522,0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,bucket_1,2119.582799634035
523,0.71,Very Good,G,VS2,63.5,59.0,5.67,5.63,3.59,bucket_1,2119.582799634035
524,0.7,Ideal,E,SI1,62.5,57.0,5.7,5.72,3.57,bucket_1,2119.582799634035
525,0.33,Ideal,F,VVS1,62.4,55.0,4.44,4.47,2.78,bucket_1,2119.582799634035
526,0.71,Ideal,E,VS1,62.0,57.0,5.72,5.66,3.53,bucket_1,2119.582799634035
527,0.75,Good,I,VVS1,63.9,61.0,5.7,5.67,3.63,bucket_1,2119.582799634035
528,0.4,Ideal,G,VS2,62.6,56.0,4.69,4.74,2.95,bucket_1,2119.582799634035
529,0.34,Ideal,G,VS2,62.1,55.0,4.49,4.46,2.78,bucket_1,2119.582799634035
530,0.35,Premium,F,VS2,61.8,58.0,4.48,4.52,2.78,bucket_1,2119.582799634035
531,0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,bucket_1,2119.582799634035
532,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46,bucket_1,2119.582799634035
533,0.31,Ideal,F,VVS1,61.6,55.0,4.36,4.41,2.7,bucket_1,2119.582799634035
534,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,bucket_1,2119.582799634035
535,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,bucket_1,2119.582799634035
536,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,bucket_1,2119.582799634035
537,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,bucket_1,2119.582799634035
538,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,bucket_1,2119.582799634035
539,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,bucket_1,2119.582799634035
540,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,bucket_1,2119.582799634035
541,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,bucket_1,2119.582799634035
542,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,bucket_1,2119.582799634035
543,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,bucket_1,2119.582799634035
544,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,bucket_1,2119.582799634035
545,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,bucket_1,2119.582799634035
546,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,bucket_1,2119.582799634035
547,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,bucket_1,2119.582799634035
548,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,bucket_1,2119.582799634035
549,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,bucket_1,2119.582799634035
